ticket_id,date,customer_code,product_code,market,issue_category,sentiment,priority,ticket_text,resolution_time_hours
TKT004318,2020-10-01,70015151,A4218110208,Norway,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,6.2
TKT004319,2020-10-01,90006153,A1521150603,Philiphines,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,4.1
TKT004320,2019-02-01,90012040,A5419110202,Germany,Positive,positive,Low,The product is performing well and we are considering another order.,11.4
TKT004321,2019-08-01,90023030,A2721150705,Canada,Product information,neutral,Low,Please provide more information about the product and available variants.,9.2
TKT004322,2020-11-01,90002006,A6018110105,India,Product information,neutral,Low,Please provide more information about the product and available variants.,7.0
TKT004323,2020-06-01,80001019,A2319150306,China,Product information,neutral,Medium,Please provide more information about the product and available variants.,3.3
TKT004324,2020-04-01,90010044,A5419110202,Bangladesh,Product information,neutral,High,Please provide more information about the product and available variants.,3.7
TKT004325,2021-07-01,90016171,A2821150806,Poland,Positive,positive,Medium,The product is performing well and we are considering another order.,10.8
TKT004326,2021-01-01,90004063,A0321150302,Japan,Positive,positive,Medium,The product is performing well and we are considering another order.,6.0
TKT004327,2018-10-01,90004066,A2821150801,Japan,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,13.9
TKT004328,2020-12-01,90012040,A6919160302,Germany,Positive,positive,High,The product is performing well and we are considering another order.,8.4
TKT004329,2019-12-01,90018109,A6018110105,Spain,Positive,positive,Low,The product is performing well and we are considering another order.,11.2
TKT004330,2020-09-01,90008167,A5520110307,Australia,Quality,neutral,Low,We need clarification about the product quality and warranty.,5.9
TKT004331,2019-12-01,90010045,A5318110102,Bangladesh,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,3.0
TKT004332,2020-12-01,90012037,A4020150401,Germany,Quality,neutral,Low,We need clarification about the product quality and warranty.,12.9
TKT004333,2021-02-01,70013126,A1420150501,Italy,Positive,positive,High,The product is performing well and we are considering another order.,12.9
TKT004334,2020-10-01,90020099,A7321160302,Austria,Product information,neutral,Low,Please provide more information about the product and available variants.,4.1
TKT004335,2019-04-01,90002015,A1618150103,India,Quality,neutral,Low,We need clarification about the product quality and warranty.,6.8
TKT004336,2018-12-01,70018115,A4721110705,Spain,Product information,neutral,Medium,Please provide more information about the product and available variants.,5.6
TKT004337,2020-03-01,80006154,A0219150201,Philiphines,Positive,positive,Medium,The product is performing well and we are considering another order.,2.5
TKT004338,2018-11-01,90002016,A4218110205,India,Positive,positive,Low,The product is performing well and we are considering another order.,10.7
TKT004339,2020-02-01,90021089,A5318110108,United Kingdom,Positive,positive,High,The product is performing well and we are considering another order.,5.7
TKT004340,2020-10-01,90019201,A2020150501,Sweden,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,4.3
TKT004341,2020-10-01,90002015,A7118160101,India,Positive,positive,Medium,The product is performing well and we are considering another order.,3.9
TKT004342,2020-10-01,90023022,A7020160403,Canada,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.6
TKT004343,2018-09-01,70006157,A5318110103,Philiphines,Positive,positive,Low,The product is performing well and we are considering another order.,2.6
TKT004344,2020-01-01,70023032,A2721150706,Canada,Product information,neutral,Medium,Please provide more information about the product and available variants.,4.2
TKT004345,2020-02-01,70016178,A6019110108,Poland,Product information,neutral,Medium,Please provide more information about the product and available variants.,7.6
TKT004346,2020-07-01,90022081,A0921150604,USA,Positive,positive,High,The product is performing well and we are considering another order.,3.2
TKT004347,2019-10-01,90004066,A3320150505,Japan,Positive,positive,Medium,The product is performing well and we are considering another order.,4.2
TKT004348,2019-10-01,90014135,A4419110401,Netherlands,Quality,neutral,Medium,We need clarification about the product quality and warranty.,9.2
TKT004349,2019-11-01,90014141,A1119150203,Netherlands,Quality,neutral,Low,We need clarification about the product quality and warranty.,8.1
TKT004350,2019-05-01,90012040,A0219150202,Germany,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,5.5
TKT004351,2019-10-01,90021094,A0118150101,United Kingdom,Quality,neutral,Low,We need clarification about the product quality and warranty.,4.1
TKT004352,2021-08-01,70011194,A0118150101,France,Quality,neutral,High,We need clarification about the product quality and warranty.,6.9
TKT004353,2021-08-01,70015152,A2721150705,Norway,Product information,neutral,Low,Please provide more information about the product and available variants.,4.4
TKT004354,2020-11-01,90014136,A2918150104,Netherlands,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,16.6
TKT004355,2019-08-01,90018110,A3120150306,Spain,Product information,neutral,Low,Please provide more information about the product and available variants.,5.5
TKT004356,2019-06-01,90019201,A7018160402,Sweden,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,2.9
TKT004357,2019-07-01,90005159,A4218110202,Pakistan,Positive,positive,Medium,The product is performing well and we are considering another order.,8.6
TKT004358,2020-06-01,90008164,A4020150401,Australia,Product information,neutral,Low,Please provide more information about the product and available variants.,8.6
TKT004359,2019-02-01,90006156,A2918150105,Philiphines,Positive,positive,Medium,The product is performing well and we are considering another order.,2.5
TKT004360,2020-06-01,90020102,A6918160303,Austria,Product information,neutral,Low,Please provide more information about the product and available variants.,5.0
TKT004361,2020-12-01,90022081,A4118110105,USA,Delivery,negative,High,Delivery is taking longer than expected and this is affecting our purchase decision.,14.2
TKT004362,2019-04-01,90006153,A1618150103,Philiphines,Product information,neutral,Medium,Please provide more information about the product and available variants.,3.6
TKT004363,2019-01-01,90010046,A4620110606,Bangladesh,Product information,neutral,Low,Please provide more information about the product and available variants.,8.4
TKT004364,2019-09-01,90019200,A5419110203,Sweden,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,3.9
TKT004365,2019-08-01,90012040,A2520150502,Germany,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,1.9
TKT004366,2020-03-01,90020097,A0621150308,Austria,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,4.6
TKT004367,2019-08-01,90021087,A2620150605,United Kingdom,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,6.2
TKT004368,2018-09-01,90020100,A5620110401,Austria,Quality,neutral,Medium,We need clarification about the product quality and warranty.,11.1
TKT004369,2020-01-01,90022078,A1421150503,USA,Quality,neutral,Medium,We need clarification about the product quality and warranty.,2.9
TKT004370,2019-04-01,90012037,A4821110805,Germany,Positive,positive,Medium,The product is performing well and we are considering another order.,5.6
TKT004371,2018-09-01,90010045,A1420150501,Bangladesh,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,1.2
TKT004372,2020-08-01,90021094,A5520110305,United Kingdom,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,3.3
TKT004373,2021-04-01,90002016,A5318110101,India,Quality,neutral,Low,We need clarification about the product quality and warranty.,19.8
TKT004374,2020-03-01,90023024,A0519150208,Canada,Quality,neutral,Low,We need clarification about the product quality and warranty.,3.6
TKT004375,2019-07-01,90005162,A3521150706,Pakistan,Product information,neutral,High,Please provide more information about the product and available variants.,7.5
TKT004376,2019-11-01,90011192,A0321150302,France,Product information,neutral,Low,Please provide more information about the product and available variants.,4.7
TKT004377,2018-10-01,90004068,A0821150501,Japan,Delivery,negative,Medium,Delivery is taking longer than expected and this is affecting our purchase decision.,2.6
TKT004378,2021-05-01,70009133,A6419160302,Newzealand,Quality,neutral,Low,We need clarification about the product quality and warranty.,2.6
TKT004379,2021-06-01,90020099,A2721150704,Austria,Quality,neutral,Medium,We need clarification about the product quality and warranty.,4.3
TKT004380,2020-12-01,70015152,A0418150108,Norway,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,3.9
TKT004381,2021-08-01,70003181,A2419150401,Indonesia,Positive,positive,Medium,The product is performing well and we are considering another order.,2.4
TKT004382,2019-05-01,90015150,A1521150601,Norway,Delivery,negative,Low,Delivery is taking longer than expected and this is affecting our purchase decision.,7.3
TKT004383,2018-12-01,90017050,A6819160203,Portugal,Product information,neutral,High,Please provide more information about the product and available variants.,4.6
